id,vendeur,client,age_client,produit,categorie,quantite,prix_paye
212,BOUDJELOUAH Issam,YQHREU SHZQNY,38,P2,C3,78,9508048.913168011
213,BOUDJELOUAH Issam,GBWDBKLB GELPPQ,43,P59,C60,7,3466493.080764833
214,BADREDDINE Manel,ONNYRVB ZDTAE,54,P56,C57,44,8243270.369008604
215,BOUDJELOUAH Issam,ETKPAUPOX MOYJE,40,P30,C31,17,3590706.3874997008
216,ALLAM Lamine,DQLGB KYEKMU,39,P70,C71,379,2942918.9563512695
217,TAIR Karim,GCVRX PNTZFMH,53,P71,C72,238,3097873.171290435
218,AIT-AISSA Salim,VGJSC TURKSGYIZ,38,P52,C53,396,8305417.09047245
219,BADREDDINE Manel,INOSDMWWN XXFRF,49,P38,C39,306,8517006.348176328
220,AGOUILAL riadh,IDJQYOZTR TUHLZUVI,30,P61,C62,340,9154313.485898621
221,MOHAMMEDI Asma,CCZAEBH YLMOQLQAG,26,P86,C87,146,8280593.924075461
222,AIT-AISSA Salim,OELKJVWT RVMGLT,35,P26,C27,207,6757462.439165626
223,AGOUILAL riadh,SPNDNLTQW XJDQYAZC,20,P36,C37,51,9934267.300997054
224,TOUATI Abderahmane,TSPUT UIMGR,55,P6,C7,216,8580723.145159464
225,BADREDDINE Manel,XZYAYJTWH ZEXQFTE,47,P77,C78,110,4338821.455156559
226,BOUDJELOUAH Issam,RWYNJPEES VRXRG,43,P36,C37,283,6035674.178382034
227,AIT-AISSA Salim,GPVMZOI PUFIBL,27,P0,C1,140,4816743.520458596
228,LAIHEM Said,YAEQMXZCU LERMTIJ,55,P44,C45,82,7915264.800449541
229,BADREDDINE Manel,HXDXX IOMVBFRAT,50,P45,C46,218,208852.46935915333
230,AIT-AISSA Salim,UCFQHMDT SYAOUTV,32,P84,C85,76,6333373.754721145
231,MOHAMMEDI Asma,IEDEKGV RJOEIZFH,57,P88,C89,373,9537346.502642028
232,MOHAMMEDI Asma,NVDOT PBIVJLYFK,61,P3,C4,381,8584162.148154495
233,BADREDDINE Manel,HXNJPTLQA BUICGHNH,46,P12,C13,195,793913.2537106898
234,BADREDDINE Manel,GXLJMRB FUWZP,27,P38,C39,191,685646.9460223537
235,AIT-AISSA Salim,RPNTIFX JGMWR,54,P66,C67,387,1191886.3578144298
236,BADREDDINE Manel,QVGXXLYX XTEGUSD,34,P8,C9,268,4154037.1199573283
237,TAIR Karim,WEMPOEK UUMVLAZTR,48,P17,C18,191,2206678.121291862
238,LAIHEM Said,IPXYSUQ JHWWA,22,P77,C78,189,2108747.1961096535
239,MOHAMMEDI Asma,KFHDX EYSYZTTCJ,38,P32,C33,80,743391.9662026955
240,TAIR Karim,NFDMCCFSW URAQFRI,52,P62,C63,288,6381862.9220144525
241,TAIR Karim,CAGLX BCHOMGOF,39,P81,C82,191,3389172.7699583173
242,AIT-AISSA Salim,KLUUVK WTLRMTXN,25,P63,C64,68,5673469.192899323
243,TOUATI Abderahmane,NXBSYOV KPOWVECWI,22,P45,C46,365,4004142.876545195
244,AIT-AISSA Salim,PWSLVP GNAEIUB,30,P55,C56,153,3485504.8609619197
245,AGOUILAL riadh,LZPSZG DENXFRPYH,23,P90,C91,7,801632.4264074187
246,TAIR Karim,LMEEZYV OEDWJJSAT,30,P42,C43,132,7896798.533882341
247,AGOUILAL riadh,MMPEBBUYH MWDJGHR,60,P61,C62,101,4061665.083172999
248,AGOUILAL riadh,KDIHOJAPD YNSCWC,49,P53,C54,37,2528317.736076822
249,TOUATI Abderahmane,EATDO UCKBJ,61,P70,C71,141,6407988.974382763
250,AGOUILAL riadh,TXLIPDP TTUID,30,P43,C44,15,5030148.834848578
251,ALLAM Lamine,MLVVK OZKRGXA,24,P22,C23,215,5407470.739621153
252,BOUDJELOUAH Issam,VJPPORY JTLHOZVX,33,P42,C43,130,8794430.532466754
253,TOUATI Abderahmane,LOMGGV XBTUTK,50,P31,C32,302,5248150.2974851215
254,BADREDDINE Manel,SVZQY MJGRDO,62,P14,C15,339,3039011.3910467234
255,TAIR Karim,FMYZQVAI NKBVBN,48,P57,C58,222,4317651.158246226
256,TAIR Karim,JXCEMMSWY EKNFZWE,63,P1,C2,6,9870088.405592583
257,BOUDJELOUAH Issam,KIHPJQ PFEHKAU,58,P0,C1,219,8503949.002914498
258,BADREDDINE Manel,DHJOAGOGG RFBOVXWI,62,P27,C28,89,9642408.748531768
259,LAIHEM Said,LBPAXPB IXMSI,26,P8,C9,295,7797591.401645946
260,BADREDDINE Manel,RXUCQ WYSOPFU,26,P36,C37,357,6765056.33292247
261,TOUATI Abderahmane,WVRTRERPP ZZCSOOH,22,P52,C53,151,7123396.027668493
262,BOUDJELOUAH Issam,GQUHVGHHW LXETG,27,P46,C47,390,672217.552576425
263,MOHAMMEDI Asma,NNJCE QKLCCUW,36,P19,C20,193,4008850.6250193464
264,MOHAMMEDI Asma,LPDRID YMBCK,57,P73,C74,362,1200375.3912362908
265,BOUDJELOUAH Issam,QMJXCTJR BXOAZ,34,P63,C64,197,5629754.226428202
266,LAIHEM Said,XTRSOFU FAAMJP,24,P82,C83,120,5661435.955110616
267,MOHAMMEDI Asma,MNRVLHTD ORWFCO,21,P75,C76,356,5988449.307313657
268,MOHAMMEDI Asma,CSFVHXUEI WVXMQRFRX,37,P39,C40,126,4478817.031591779
269,BADREDDINE Manel,TJMWF THMJRTUHN,25,P6,C7,319,5846999.249037871
270,AIT-AISSA Salim,AHDMJFABF RMUEP,63,P16,C17,346,5002448.70375571
271,LAIHEM Said,IEIQBT LUPZIN,43,P47,C48,58,3005724.1023820103
272,LAIHEM Said,KCGZIYODP SNUET,21,P89,C90,305,5436481.973341933
273,ALLAM Lamine,KYEOPSRH ZOZOKN,39,P75,C76,215,3403577.952977955
274,TOUATI Abderahmane,ZTAKEK LARLFJZ,44,P36,C37,215,1322038.4421620904
275,BOUDJELOUAH Issam,GRRNRTHGM DMVFBIEVN,29,P17,C18,109,6600720.014525796
276,BOUDJELOUAH Issam,IQHHMW AKUHAJ,52,P62,C63,129,767382.1130821282
277,AGOUILAL riadh,AOMUCK HBSHCYD,20,P17,C18,192,9101994.955717243
278,AIT-AISSA Salim,CXRUO MZBEHH,57,P67,C68,350,6858341.5939381635
279,ALLAM Lamine,JHFLX KZJJEJS,55,P0,C1,192,9269050.121060466
280,AGOUILAL riadh,TWITOLM HQNCIVRI,29,P62,C63,294,4275043.44090792
281,AIT-AISSA Salim,EGWJTO ZRGMFFFBT,44,P26,C27,299,133064.78646258585
282,TAIR Karim,XJLVADRNO IGJXAI,46,P12,C13,287,1166487.5035626998
283,BOUDJELOUAH Issam,RHOLEYIWW WKJPTMT,30,P22,C23,393,2758125.829555792
284,MOHAMMEDI Asma,AEUVKAMW OGBRN,64,P43,C44,354,7132499.551678051
285,MOHAMMEDI Asma,EMJRAPEB EXWAJYR,65,P0,C1,145,5117641.246687394
286,TOUATI Abderahmane,QIAOJMGJL QNMGEL,38,P59,C60,321,8380602.148776262
287,MOHAMMEDI Asma,KHRALMZHW DJSVPHME,55,P79,C80,252,2177708.857535238
288,BOUDJELOUAH Issam,WNKYV CULAUMI,61,P18,C19,377,3670916.4968612455
289,ALLAM Lamine,DFWVCKUI BVYNHDJWS,34,P73,C74,173,322660.7036563786
290,BOUDJELOUAH Issam,XXVMAZVA EOHCGHMHI,40,P65,C66,245,3775722.6673322166
291,TOUATI Abderahmane,JDOFJSU PUJYCSGZA,52,P0,C1,299,5449862.424380349
292,TAIR Karim,LBJKEAQUO PWQZOERO,48,P49,C50,330,7974032.598100788
293,LAIHEM Said,MJACSU IYWYKRPXG,41,P12,C13,261,9234475.216366392
294,AIT-AISSA Salim,FPIPPSJM PFTDRLU,44,P79,C80,54,8547103.09256938
295,MOHAMMEDI Asma,CPZIFR SIJNWC,50,P64,C65,366,2240897.7131329044
296,LAIHEM Said,IYJIURVX PFXWYC,58,P34,C35,67,6684626.957235783
297,MOHAMMEDI Asma,CWKXP QDGEFQNDF,21,P87,C88,48,6507167.429250738
298,AGOUILAL riadh,OSSYZ TIUXKTUKJ,47,P85,C86,80,4667149.751260942
299,TOUATI Abderahmane,HURTCBA EQUJX,43,P37,C38,373,9834951.537380641
300,AGOUILAL riadh,OQXRBNVM DZVFX,54,P40,C41,173,6562840.1263182415
301,TOUATI Abderahmane,GCVAORGFC MNIDB,61,P68,C69,120,2205802.5839983635
302,MOHAMMEDI Asma,QAVMGDU SADWOQSPE,24,P85,C86,209,6685132.484993772
303,TAIR Karim,HUOQTY AUEJSP,62,P15,C16,293,6574588.11988777
304,TOUATI Abderahmane,ASBUDXI ODXMATNRZ,27,P49,C50,292,1319832.2647774217
305,TAIR Karim,PVZHDNIAT YDQJGUHO,35,P2,C3,16,7970090.708753652
306,LAIHEM Said,JIEOFCSK FWNHZT,31,P3,C4,381,8341261.439298649
307,AGOUILAL riadh,SFUEKQXIV PVMML,46,P2,C3,99,1900040.894936614
308,TAIR Karim,XYHXRR TAKNNIMYD,22,P64,C65,197,8323288.527080677
309,AIT-AISSA Salim,IHDEFQM XSBNTQY,63,P39,C40,252,7760730.158357157
310,BADREDDINE Manel,OEGOSI PABPFBT,51,P64,C65,41,9248490.465381196
311,AIT-AISSA Salim,CYZKKNPX MRERYOGD,54,P81,C82,22,4197096.076889838
312,BADREDDINE Manel,PBTFXX CUSLFGYN,44,P55,C56,390,2560082.970865246
313,TOUATI Abderahmane,AIGDTOKGA FCDQENQZ,39,P29,C30,43,1922210.733609627
314,TOUATI Abderahmane,XAGJAND LKAISZ,65,P43,C44,128,1830934.5100042669
315,TAIR Karim,VHEQNQYK KMXIAB,60,P75,C76,292,8615215.985198757
316,ALLAM Lamine,GZADMVD FBGBQTKV,44,P89,C90,242,3246073.121857902
317,AIT-AISSA Salim,JKNIYLX QRAAIQMXV,29,P78,C79,111,9424397.630885556
318,ALLAM Lamine,MWYTNWU XVDKSC,59,P42,C43,21,8463089.734709276
319,AGOUILAL riadh,GRGXTWNT YVJFL,64,P26,C27,279,2908662.30087449
320,BOUDJELOUAH Issam,ZMHANFQ AZUHE,44,P0,C1,213,2719041.279707186
321,TAIR Karim,KUHQW YQHMYYSJ,42,P67,C68,286,3891919.3811190915
322,BADREDDINE Manel,UIJXXLTHM WNTXIF,43,P90,C91,17,2112968.690604804
323,LAIHEM Said,KOZTUYAZX YNKMVOV,37,P21,C22,273,449144.27591376245
324,BADREDDINE Manel,SWEWMB KCPKS,37,P35,C36,161,5213823.746256859
325,LAIHEM Said,GZYQUT URFSAOBEC,64,P13,C14,396,3052242.427832886
326,TAIR Karim,BNBPG HKALLUGF,27,P55,C56,188,408851.4330511054
327,AIT-AISSA Salim,AWFRAOUC SANGYQGQ,28,P87,C88,141,4163626.702784098
328,BADREDDINE Manel,WMRQX SHLQWJB,35,P31,C32,354,8638603.116328616
329,BADREDDINE Manel,NFLGGCMPN XEGXGDQ,22,P73,C74,2,8540199.83175855
330,TAIR Karim,YQNTFGJJO KOFIFGLU,36,P72,C73,52,257344.54483579556
331,BADREDDINE Manel,OPCUDJTGK FOTSC,27,P52,C53,117,3763223.704140201
332,ALLAM Lamine,CHEANS CANNA,38,P9,C10,332,5219001.261112964
333,AIT-AISSA Salim,VTNEL HPQMTYXZC,35,P5,C6,391,9657000.027969245
334,TAIR Karim,TGLHGMBB FSYFNW,46,P62,C63,309,5819849.569236019
335,BADREDDINE Manel,SSOMP YUTCSLOQC,57,P32,C33,166,5744543.655564908
336,AIT-AISSA Salim,XIBFVV XXDCD,44,P69,C70,275,4442902.575972908
337,ALLAM Lamine,FAAAQKKCG FVLSTHMD,49,P22,C23,138,4673575.661103679
338,ALLAM Lamine,WJTXX JPESRXFXU,21,P61,C62,49,2909811.506917616
339,TOUATI Abderahmane,UMTBHTTP WCXHYIJS,38,P4,C5,11,7689312.45543095
340,BADREDDINE Manel,VPLYHY PVBZLZRN,63,P45,C46,75,9032393.077394865
341,AIT-AISSA Salim,DSTIQM HUQVSUA,47,P2,C3,208,1987846.7489062806
342,AGOUILAL riadh,LHQGCX QWCCVUDS,43,P21,C22,234,2137077.2821749123
343,AGOUILAL riadh,FMQXFHNDA LOKWYP,26,P60,C61,372,7946459.0251071295
344,BADREDDINE Manel,EHGAPQJ WOOKNJLMM,43,P64,C65,44,7484671.458269676
345,LAIHEM Said,XOUBKLFES KCEFI,30,P80,C81,103,7605884.394261633
346,AIT-AISSA Salim,TIITW ZFWCFGDG,27,P23,C24,398,9614306.274041714
347,LAIHEM Said,SXJIJET ZEXRM,33,P22,C23,137,7515173.773783071
348,BOUDJELOUAH Issam,PDHAQX AXUAMILCG,37,P86,C87,319,543542.4752441302
349,MOHAMMEDI Asma,MFSWNRU NPOIUP,49,P78,C79,299,7267580.494464933
350,BOUDJELOUAH Issam,XTWWNJ DDORI,30,P14,C15,113,3996834.644488903
351,MOHAMMEDI Asma,PMCKGQM YRZNJ,29,P72,C73,142,270756.73157007527
352,LAIHEM Said,IBQMGI EVXTW,23,P12,C13,137,895669.4097531025
353,TOUATI Abderahmane,DXIWH HRCKIBE,60,P24,C25,209,2169303.9449445126
354,ALLAM Lamine,TFBNIJDS DQNOMI,40,P66,C67,296,9075268.981252303
355,MOHAMMEDI Asma,HTQMRG HKTWVKOG,44,P11,C12,129,6415339.991719521
356,MOHAMMEDI Asma,ZXOXXFN UJBGXA,36,P13,C14,118,901294.7245481586
357,ALLAM Lamine,FYDKCD MFHLKVBEV,30,P3,C4,91,8806600.972410997
358,MOHAMMEDI Asma,VYUBZYR DOYBJYSG,30,P47,C48,357,4449719.310314592
359,LAIHEM Said,CKBGCY FLHYMHCTX,58,P37,C38,358,480851.1144519539
360,AIT-AISSA Salim,MSLKJ EGEWBNOZD,47,P36,C37,340,7252847.82080194
361,TOUATI Abderahmane,KUUGKLY NPNPNJ,35,P17,C18,217,4852504.861509447
362,AIT-AISSA Salim,AVYKQFY AGYFAB,29,P64,C65,144,1714433.5441281223
363,BOUDJELOUAH Issam,FDSOC AMLCSLQE,48,P37,C38,306,8294340.983430966
364,MOHAMMEDI Asma,NQTBET SMBDA,52,P50,C51,171,5494563.808248807
365,MOHAMMEDI Asma,NZAAELCI UBLWEC,59,P57,C58,305,9913718.656969108
366,BADREDDINE Manel,PFXFRIGND PIBUOGSP,59,P74,C75,114,3303924.783693754
367,ALLAM Lamine,VBBCR PZWTNUN,20,P90,C91,166,7839809.218495968
368,AIT-AISSA Salim,HCHQIFJC MAHHXDFX,63,P86,C87,103,259718.29924161648
369,MOHAMMEDI Asma,YDLFCUO PXJEGQ,36,P35,C36,85,6467397.366346856
370,TAIR Karim,AZLAGQ RYFWOVOZ,65,P85,C86,63,8124630.448113993
371,AGOUILAL riadh,EEFBD LYDRA,63,P81,C82,350,4612449.247650926
372,ALLAM Lamine,KXWWXNVS AUHSH,28,P72,C73,140,702072.5695239848
373,BOUDJELOUAH Issam,SMNDYBA MLWVMFQJA,21,P83,C84,373,3517878.359550431
374,MOHAMMEDI Asma,KKKWOUAIJ LEWVJGAU,48,P45,C46,249,4827824.747477074
375,TAIR Karim,KIONCAZR IUUHLDR,47,P23,C24,147,2678802.3124685576
376,TAIR Karim,KAWHIJ CJZFMIKUI,24,P65,C66,38,6895292.296439325
377,AGOUILAL riadh,YKUWCHC UGAUCHJCH,55,P87,C88,86,3287309.790684097
378,TOUATI Abderahmane,ZJJATU SAAPQ,50,P36,C37,249,6941171.199866918
379,BADREDDINE Manel,RNYJZJ AGGJMHARI,64,P19,C20,308,3683635.3192880466
380,TAIR Karim,LPEKQ TPSQBA,27,P63,C64,113,3774313.863583266
381,MOHAMMEDI Asma,QEOLM GYLTQIE,64,P63,C64,55,245244.13714688568
382,BADREDDINE Manel,BGSECPL KGPTZRXB,21,P4,C5,345,2489134.8455228996
383,MOHAMMEDI Asma,KOCGSMKRH MDALZ,33,P66,C67,47,640709.989774333
384,LAIHEM Said,MTCVPF TZKKZE,34,P22,C23,285,2950111.7983504073
385,TOUATI Abderahmane,KHLGNZCOQ TZGGOBOXP,41,P10,C11,362,8601592.02536165
386,MOHAMMEDI Asma,EWDHXZGO HBOEYDN,52,P76,C77,233,5217409.891383431
387,TOUATI Abderahmane,VSRNMATL IJQEMWDVX,65,P73,C74,145,6909445.778432438
388,TAIR Karim,FJAFR CLHXHZC,50,P31,C32,366,1975419.594782959
389,TAIR Karim,BIBXSNE LXCLLQQHL,35,P19,C20,22,9699571.879337732
390,LAIHEM Said,FMUUAY ZPIRGJW,38,P89,C90,186,1357409.4798728859
391,BOUDJELOUAH Issam,ONTFXLTH IKIBEI,22,P41,C42,101,4343664.697073918
392,TOUATI Abderahmane,GOIKINOM KPFQLY,61,P28,C29,202,1205085.6087801354
393,TAIR Karim,HBDCXPL GFVTHV,45,P17,C18,226,1279218.5012311565
394,TAIR Karim,TXBNTVC ZYPMTPN,27,P83,C84,216,7316806.628187213
395,AGOUILAL riadh,OCKZQSPT UJHOOEANN,64,P13,C14,364,4505272.905158146
396,ALLAM Lamine,ZTXJAIVVW KVHXK,47,P9,C10,42,5884438.529046117
397,BADREDDINE Manel,LTBWNH YVIQTM,23,P24,C25,113,5321317.690508413
398,MOHAMMEDI Asma,THVKKN XJMIJJ,41,P6,C7,352,6702635.933763877
399,MOHAMMEDI Asma,UGEBTIGI MEFOE,54,P6,C7,335,4840076.781511211
400,TAIR Karim,NSVEXUI MOZZCFJ,48,P41,C42,370,6287623.419333845
401,TOUATI Abderahmane,TQJYZA WZEST,51,P41,C42,306,5346131.5480659325
402,TAIR Karim,YKWYJY FJJZOZTJI,25,P79,C80,269,2840199.5469505005
403,BOUDJELOUAH Issam,DRMEZCBRE EJISQLKUU,32,P54,C55,292,1808087.4911027956
404,TOUATI Abderahmane,HLOMP NLHRV,38,P51,C52,147,3720631.2753166505
405,MOHAMMEDI Asma,LHDEBGC OVIZESIG,46,P21,C22,378,8998621.671830038
406,MOHAMMEDI Asma,XUJXFSXOC GCHIFLKT,27,P25,C26,173,4821997.566164805
407,BOUDJELOUAH Issam,SGJMS NMTBSQN,47,P38,C39,170,332805.69009794877
408,TOUATI Abderahmane,YWYGL YMTIWJO,52,P78,C79,91,4508119.215859308
409,MOHAMMEDI Asma,LANWQEAI OEVWA,20,P62,C63,306,8721019.172211112
410,AIT-AISSA Salim,PKOJQNP YCILFLS,20,P69,C70,139,7188047.508277723
411,AGOUILAL riadh,UIHYJQRF LWJHJC,30,P54,C55,347,3811868.996285246
412,LAIHEM Said,FDUHRF VIIIGDJ,34,P88,C89,110,6024444.598935973
413,AGOUILAL riadh,BXNNWCWC ADNRRPDA,53,P42,C43,189,5395990.9485211205
414,TAIR Karim,WVIOKKJ WQWZCNPG,47,P7,C8,344,7038353.186006273
415,TAIR Karim,ECPGYL TMHUVL,25,P84,C85,224,3195477.5368978456
416,TOUATI Abderahmane,LNWKCISF SOFLG,33,P46,C47,285,5121438.933939828
417,MOHAMMEDI Asma,FVMCXTAUY GPIITN,44,P66,C67,32,1435763.942510416
418,MOHAMMEDI Asma,GFGUNJYUG JHLPYE,27,P59,C60,242,7789908.2633772455
419,AGOUILAL riadh,CFTFTFRP FWRWR,61,P41,C42,132,2788883.632402777
420,ALLAM Lamine,VCPLX LBBBYNFZ,63,P7,C8,247,11491.290549874615
421,BOUDJELOUAH Issam,PZEZBJLU SNLXG,54,P74,C75,110,9777568.400571488
422,AIT-AISSA Salim,FPTYDIKCY ROXKZPX,44,P30,C31,343,1487548.7723082474
423,TOUATI Abderahmane,ZMTYUXAY KFONCVOX,53,P69,C70,299,2271604.776928389
424,BOUDJELOUAH Issam,NRLUQNHJ OOOSCBF,21,P87,C88,398,5919017.840626052
425,BADREDDINE Manel,UGJGDOUQY DPKCWQ,31,P50,C51,30,1448189.2993233479
426,TOUATI Abderahmane,MSAVQA SENQQKY,20,P89,C90,169,2041131.2495344977
427,AIT-AISSA Salim,LKJWOS AGHGQZQP,52,P45,C46,128,4066227.4328521844
428,BOUDJELOUAH Issam,VHFKYZVR XEKYVI,61,P29,C30,91,9419043.566809146
429,LAIHEM Said,JHCEYOVU HIZDMS,54,P14,C15,308,4299248.408050386
430,MOHAMMEDI Asma,WHHAQS SGZKWBQA,62,P62,C63,52,7958283.433582417
431,TOUATI Abderahmane,NKSLR MZVOS,31,P58,C59,59,6522140.840453011
432,AGOUILAL riadh,IDCFPJQBY HNZLCK,43,P76,C77,341,8782203.561554875
433,ALLAM Lamine,DLDIHJZHH LAGVKD,63,P65,C66,212,3076003.1614616076
434,TAIR Karim,LDFMNXCJY FLRCMEA,35,P42,C43,62,5755865.3822883535
435,AIT-AISSA Salim,PZIQRM NFPRLJX,39,P17,C18,138,1432852.4548335199
436,BOUDJELOUAH Issam,OXMPV HUUNPX,32,P77,C78,230,3079171.4051565756
437,LAIHEM Said,CPZVSCVRJ HCAHXAIW,25,P45,C46,179,8508839.837794378
438,TAIR Karim,IHTNXCSW FLZJDZ,61,P51,C52,208,7510926.3360392
439,MOHAMMEDI Asma,TVMKPJ MHFIDFH,52,P45,C46,46,115070.33152900446
440,AGOUILAL riadh,RMZVL HAQPEBS,26,P7,C8,315,972507.1856971937
441,ALLAM Lamine,MFVVMUYJZ WXLTXDZIN,20,P28,C29,371,3378730.1951318765
442,TOUATI Abderahmane,WQBMCIHSH FMVAZCV,62,P88,C89,197,1785565.802888753
443,TOUATI Abderahmane,QDFRFBCD IQFQKP,55,P32,C33,375,9898261.76945587
444,AIT-AISSA Salim,WOSCNPB PJKKKWD,35,P72,C73,371,3825306.8762134244
445,MOHAMMEDI Asma,VSQUI JVKSUSK,33,P8,C9,363,4907028.566302943
446,TAIR Karim,ZDYND NSCOWJB,60,P0,C1,286,6366186.600766155
447,ALLAM Lamine,XSNTFYYAM WCIGWOES,20,P9,C10,279,8156092.676816616
448,MOHAMMEDI Asma,BELUZ RWDPVOOQZ,29,P32,C33,350,4663018.3090352835
449,BADREDDINE Manel,IWNIFM FKEUHS,22,P62,C63,72,3407848.031366986
450,ALLAM Lamine,PBDNOH AGDJKBXU,26,P7,C8,272,5124461.42491837
451,BOUDJELOUAH Issam,FLHHEAOOK YDWOPFCEW,54,P40,C41,268,3535922.5074806744
452,AGOUILAL riadh,MHELAHHU SFMPSCWXS,56,P21,C22,243,9598.19761445904
453,AIT-AISSA Salim,WKMMIR SHHJEAP,41,P55,C56,2,670254.3835716782
454,TOUATI Abderahmane,ARXZJHL TGGIVZDU,54,P17,C18,247,930243.8167873111
455,BOUDJELOUAH Issam,ECVMCAA FKNSYD,23,P76,C77,238,3659242.054632178
456,TOUATI Abderahmane,SELFQS ZAZLMEMF,46,P30,C31,100,3602679.1055644867
457,AGOUILAL riadh,KBHNZ LOJOBSUKQ,46,P0,C1,249,7485859.682765163
458,TOUATI Abderahmane,AXKEA JSIDP,35,P37,C38,320,3036231.362360304
459,TAIR Karim,OBODL LDLBUO,33,P36,C37,138,915507.6114041939
460,AGOUILAL riadh,BKDMOCE UVQQLQS,26,P86,C87,32,7082542.971410966
461,MOHAMMEDI Asma,HUQGJQJ GUCEMEJW,33,P13,C14,399,529267.7621037967
462,MOHAMMEDI Asma,QJGQBNVE OJZJC,26,P43,C44,38,1791048.812333981
463,TAIR Karim,TEMDGO ETSSLLZ,57,P83,C84,189,3866907.664186118
464,ALLAM Lamine,THJFBK YWJBBSW,39,P13,C14,367,2859873.4627976604
465,TOUATI Abderahmane,MCIWXXK ZXXKP,41,P59,C60,378,8873935.301654542
466,TAIR Karim,RILUUQFGB XZXEE,41,P38,C39,250,6368267.393763496
467,MOHAMMEDI Asma,VTZIK ABGZGALBB,20,P81,C82,132,6822386.404155172
468,TAIR Karim,ZXCWFSHX NDRXRIUGC,31,P12,C13,347,102960.36938646821
469,LAIHEM Said,ULJVS OBQEZD,20,P15,C16,81,1838967.4920166563
470,LAIHEM Said,DTITQSMO ULPBF,30,P73,C74,345,4784408.821821409
471,MOHAMMEDI Asma,WVWEWIIT VAUZQF,44,P38,C39,102,5352386.01049477
472,TOUATI Abderahmane,ZVQCURJKE QOGENGCN,45,P69,C70,257,2949617.732183342
473,TOUATI Abderahmane,IIWMUWFDK BYMKUMJ,36,P57,C58,375,5715244.5782350125
474,ALLAM Lamine,KDESQIP XULPN,41,P71,C72,41,8009771.642955184
475,MOHAMMEDI Asma,MKYZLBYZ STJTA,51,P75,C76,19,1318655.0807079442
476,AGOUILAL riadh,JUSIMFM KIBISCQAP,52,P68,C69,145,846468.6518026928
477,BADREDDINE Manel,WOEKS TQVGTAH,23,P59,C60,160,2871981.1089895214
478,AIT-AISSA Salim,NPJQOKO KFIDQGV,39,P46,C47,156,4929244.34422148
479,MOHAMMEDI Asma,RBTTWFV NNKNTAWQ,64,P29,C30,19,2678158.177934669
480,LAIHEM Said,GMWZKXJU CAKIUXDR,53,P31,C32,249,2786418.4589856574
481,AGOUILAL riadh,URVHXBYM HGEDY,41,P60,C61,214,3203963.7643762357
482,AIT-AISSA Salim,ZJUDLVPI LCWSRERH,27,P5,C6,46,6916487.198625664
483,MOHAMMEDI Asma,CQWTXS NUYLPO,32,P81,C82,307,9822213.85177187
484,ALLAM Lamine,IYFYMULH NDFBOR,64,P53,C54,350,1129786.0190380109
485,AGOUILAL riadh,SMWUKGMF SAYIDFR,32,P60,C61,107,3428431.8027560976
486,AGOUILAL riadh,QQTEUH RWBZJU,41,P62,C63,389,9763180.2618143
487,BADREDDINE Manel,KVXMX DQROSMTEM,64,P1,C2,4,2397914.432376982
488,TOUATI Abderahmane,YKKZCCU YRSOAWRB,35,P12,C13,314,9156290.217372404
489,AIT-AISSA Salim,BMJGYBF VTFYORCK,53,P68,C69,142,1022377.3072725155
490,TOUATI Abderahmane,DHFGIRNN ETNLNTL,20,P82,C83,216,2059791.9190877965
491,ALLAM Lamine,DWCSS CLCSCU,63,P55,C56,366,6984068.916594874
492,TOUATI Abderahmane,SFPZL YZPCQYISS,21,P32,C33,80,6735408.232939978
493,AIT-AISSA Salim,PLLLPK VLRWW,25,P72,C73,221,2311707.5466283667
494,MOHAMMEDI Asma,AXABYPDOA KHYFLUJG,26,P44,C45,233,9705941.33662829
495,MOHAMMEDI Asma,AFJIKQGV ONVNDUG,31,P64,C65,4,1529276.1411205893
496,TOUATI Abderahmane,VDWRRHOX PNMXJPVZM,62,P86,C87,225,9395454.811658401
497,MOHAMMEDI Asma,IAGKMPIA UDQEXW,39,P32,C33,30,9889345.20879517
498,BOUDJELOUAH Issam,CKFGOLE ZJQDUB,36,P15,C16,398,9281005.088209357
499,BADREDDINE Manel,HNDSRGA XLLKSFKX,27,P90,C91,132,7076264.1709674625
500,ALLAM Lamine,NFDNOJ BDBRHEUM,51,P34,C35,396,4918617.308794642
501,BADREDDINE Manel,SFYRGBBLB RTGXCFGD,46,P45,C46,75,4009977.387109357
502,TAIR Karim,DIMZLZ QWVVR,23,P79,C80,245,1089517.0725159908
503,AIT-AISSA Salim,FAROSQHAE FGQBSM,34,P46,C47,177,1505889.2155355485
504,BOUDJELOUAH Issam,GJKWWHMJ VYTZAUQ,23,P56,C57,327,1522711.3622621845
505,AGOUILAL riadh,TDZWGD WCEIDQWU,21,P77,C78,356,6914237.759186704
506,TAIR Karim,XKKHO YRBUMGQ,33,P23,C24,206,6787731.089705369
507,TOUATI Abderahmane,XKHRK EPKFUQFG,54,P47,C48,62,4651511.384250855
508,AIT-AISSA Salim,GEKZBYP XQQNPOO,63,P32,C33,379,7989385.428201288
509,BOUDJELOUAH Issam,NHOZLK QDAGZM,61,P82,C83,228,4821602.944234097
510,TOUATI Abderahmane,DYPZXJOU CDWGWKP,37,P86,C87,276,2395792.0308124013
511,LAIHEM Said,PRLDXGC YUZVODA,48,P22,C23,46,5841952.433783998
512,AIT-AISSA Salim,WPSRR IAMTF,31,P59,C60,277,121574.6604286105
